 Eudralex2007_5.8, PharmaSupplierAssess_1,0.94852
 Eudralex2007_5.8, AspirinTabletMarkTask102,0.94852
 Eudralex2007_5.8, AspirinStorageTask101,0.94852
 Eudralex2007_5.8, PurchasingTask102,0.94852
 Eudralex2007_5.8, IdentifyingTask_101,0.94852
 Eudralex2007_5.8, AcidPurchaseTask101,0.94852
 Eudralex2007_5.8, T102CleanlinessTestTask,1
 Eudralex2007_5.8, InvestigationTask_1,0.94852
 Eudralex2007_5.8, FilterCleaningTask,0.94852
 Eudralex2007_5.8, StartingMaterialTestTask_7,0.94852
 Eudralex2007_5.8, T101CleanlinessTestTask,0.94852
 Eudralex2007_5.8, AcidProtectionTask101,0.94852
 Eudralex2007_5.8, PaperDisposeTask101,1
 Eudralex2007_5.8, StoringTask104,0.94852
 Eudralex2007_5.8, PurchasingTask104,1
 Eudralex2007_5.8, LablelDisplayTask101,1
 Eudralex2007_5.8, ProtectingTask104,0.94852
 Eudralex2007_5.8, WritingTask_101,0.94852
 Eudralex2007_5.8, ProcedureDislpayTask101,0.94852
 Eudralex2007_5.8, ProtectingTask103,0.94852
 Eudralex2007_5.8, FilterCleanlinessTestTask,0.94852
 Eudralex2007_5.8, T101CleaningTask,0.94852
 Eudralex2007_5.8, T101InvestigatingTask,0.73777
 Eudralex2007_5.8, PurchasingTask103,0.94852
 Eudralex2007_5.8, AllowingTask_101,1
 Eudralex2007_5.8, SupervisingTask_101,1
 Eudralex2007_5.8, ReinforcingTask_101,0.94852
 Eudralex2007_5.8, QuarantiningTask_101,0.94852
 Eudralex2007_5.8, T102CleaningTask,0.94852
 Eudralex2007_5.8, ReactionYieldTestTask_1,0.86522
 Eudralex2007_5.8, StatusDisplayingTask101,1
 Eudralex2007_5.8, ToxicDisposal101,0.94852
 Eudralex2007_5.8, TankCleaningTask101,0.94852
 Eudralex2007_5.8, TankInvestigationTask101,1
 Eudralex2007_5.8, ReportingTask_101,0.94852
 Eudralex2007_5.8, DeviationRecordTask101,0.94852
 Eudralex2007_5.8, RecycleDisposal101,0.94852
 Eudralex2007_5.8, DeviationRecordTask103,0.94852
 Eudralex2007_5.8, DeviationRecordTask104,0.94852
 Eudralex2007_5.8, T102InvestigatingTask,1
 Eudralex2007_5.8, BatchDisplayTask101,1
 Eudralex2007_5.8, DeviationRecordTask102,1
 Eudralex2007_5.8, BioDisposal101,0.94852
 Eudralex2007_5.8, TransportingTask_101,0.94852
 Eudralex2007_5.8, InvestigatingIndividual101,0.8067
